category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	fdr
GO:0035239	0.05214848075818804	0.9957668091746102	2	5	tube morphogenesis	BP	1.0
GO:0030203	0.052180171888957176	0.9957627815182908	2	5	glycosaminoglycan metabolic process	BP	1.0
GO:0001965	0.0524184978944891	0.9957324461612966	2	5	G-protein alpha-subunit binding	MF	1.0
GO:0017064	0.05242624449477698	0.9957314587642536	2	5	fatty acid amide hydrolase activity	MF	1.0
GO:0009881	0.05248633552620941	0.9957237965141978	2	5	photoreceptor activity	MF	1.0
GO:0002347	0.05249786512258052	0.9957223257741681	2	5	response to tumor cell	BP	1.0
GO:0015842	0.05249861475787256	0.9957222301424739	2	5	aminergic neurotransmitter loading into synaptic vesicle	BP	1.0
GO:0015385	0.0524986147578729	0.9957222301424735	2	5	sodium:proton antiporter activity	MF	1.0
GO:0015562	0.05249861475787379	0.9957222301424726	2	5	efflux transmembrane transporter activity	MF	1.0
GO:0047389	0.052498614757894385	0.9957222301424739	2	5	glycerophosphocholine phosphodiesterase activity	MF	1.0
GO:2001070	0.052498614757894385	0.9957222301424739	2	5	starch binding	MF	1.0
GO:0010636	0.052498614757894656	0.9957222301424736	2	5	positive regulation of mitochondrial fusion	BP	1.0
GO:0015379	0.05249861475789563	0.9957222301424726	2	5	potassium:chloride symporter activity	MF	1.0
GO:0055064	0.05249861475789563	0.9957222301424726	2	5	chloride ion homeostasis	BP	1.0
GO:0055075	0.05249861475789563	0.9957222301424726	2	5	potassium ion homeostasis	BP	1.0
GO:0010038	0.053097008292085024	0.9948611874218575	2	8	response to metal ion	BP	1.0
GO:0015629	0.05452975299046629	0.9799009744973324	7	46	actin cytoskeleton	CC	1.0
GO:0005158	0.05513109787500498	0.9902722878698832	3	14	insulin receptor binding	MF	1.0
GO:0002213	0.056066908217333386	0.9944058575982145	2	8	defense response to insect	BP	1.0
GO:0045456	0.05624823188138945	0.9948423991292085	2	6	ecdysteroid biosynthetic process	BP	1.0
GO:0018833	0.0565466597383938	1.0	1	1	DDT-dehydrochlorinase activity	MF	1.0
GO:0032133	0.057210847718110726	0.9947035652772229	2	6	chromosome passenger complex	CC	1.0
GO:0035234	0.057711368707079186	0.9899102497252601	3	12	ectopic germ cell programmed cell death	BP	1.0
GO:0006833	0.057750483662467024	0.9946251282855355	2	6	water transport	BP	1.0
GO:0015250	0.057750483662467024	0.9946251282855355	2	6	water channel activity	MF	1.0
GO:0006108	0.057832112494674875	0.989880441450092	3	12	malate metabolic process	BP	1.0
GO:0045434	0.05801044083095783	0.989339465750151	3	16	negative regulation of female receptivity, post-mating	BP	1.0
GO:0001676	0.05808727217897222	0.9858993997412323	4	20	long-chain fatty acid metabolic process	BP	1.0
GO:0009855	0.05817248187082633	1.0	1	1	determination of bilateral symmetry	BP	1.0
GO:0043950	0.05817248187082633	1.0	1	1	positive regulation of cAMP-mediated signaling	BP	1.0
GO:0060576	0.05817248187082633	1.0	1	1	intestinal epithelial cell development	BP	1.0
GO:0031032	0.05835437700182966	0.9897511952829501	3	12	actomyosin structure organization	BP	1.0
GO:0002055	0.058365432416064095	1.0	1	1	adenine binding	MF	1.0
GO:0003999	0.058365432416064095	1.0	1	1	adenine phosphoribosyltransferase activity	MF	1.0
GO:0006168	0.058365432416064095	1.0	1	1	adenine salvage	BP	1.0
GO:0044209	0.058365432416064095	1.0	1	1	AMP salvage	BP	1.0
GO:0042149	0.05837280536791983	0.9945341328134433	2	6	cellular response to glucose starvation	BP	1.0
GO:0030513	0.05908320798871072	0.9854878509204689	4	21	positive regulation of BMP signaling pathway	BP	1.0
GO:0016787	0.0595973813913169	0.985319337090581	4	21	hydrolase activity	MF	1.0
GO:0016920	0.06024474820580924	1.0	1	1	pyroglutamyl-peptidase activity	MF	1.0
GO:0047372	0.06108958556820429	0.989066054872427	3	12	acylglycerol lipase activity	MF	1.0
GO:0106388	0.06211717768635388	1.0	1	1	18S rRNA aminocarboxypropyltransferase activity	MF	1.0
GO:0045455	0.06218774700210178	0.9887871198570181	3	12	ecdysteroid metabolic process	BP	1.0
GO:0000146	0.062188672430088784	0.9887868838730938	3	12	microfilament motor activity	MF	1.0
GO:0004467	0.06237022020306998	0.9844016454788258	4	21	long-chain fatty acid-CoA ligase activity	MF	1.0
GO:0006730	0.0625466432378299	0.9843427520957521	4	21	one-carbon metabolic process	BP	1.0
GO:0004745	0.06291104794923544	0.9938532372560104	2	6	NAD-retinol dehydrogenase activity	MF	1.0
GO:0004750	0.06305543843038597	1.0	1	1	ribulose-phosphate 3-epimerase activity	MF	1.0
GO:0044262	0.06305543843038597	1.0	1	1	cellular carbohydrate metabolic process	BP	1.0
GO:0031409	0.06384164492263969	1.0	1	1	pigment binding	MF	1.0
GO:0009951	0.06477911904784231	0.993564214717797	2	6	polarity specification of dorsal/ventral axis	BP	1.0
GO:0050661	0.06563156624455074	0.9875594213032134	3	14	NADP binding	MF	1.0
GO:0006528	0.06671960450343767	1.0	1	1	asparagine metabolic process	BP	1.0
GO:0050152	0.06671960450343767	1.0	1	1	omega-amidase activity	MF	1.0
GO:0005859	0.06693386293585286	1.0	1	1	muscle myosin complex	CC	1.0
GO:0004155	0.06696933739780486	1.0	1	1	6,7-dihydropteridine reductase activity	MF	1.0
GO:0070402	0.06696933739780486	1.0	1	1	NADPH binding	MF	1.0
GO:0070404	0.06696933739780486	1.0	1	1	NADH binding	MF	1.0
GO:0009612	0.0672430394435935	0.9872852420036534	3	13	response to mechanical stimulus	BP	1.0
GO:0051603	0.06789346465103269	0.9871106975012277	3	13	proteolysis involved in cellular protein catabolic process	BP	1.0
GO:0044778	0.06816811897505692	1.0	1	1	meiotic DNA integrity checkpoint signaling	BP	1.0
GO:0070265	0.06833250227244043	1.0	1	1	necrotic cell death	BP	1.0
GO:0016311	0.06859161932811708	0.975702548917639	6	39	dephosphorylation	BP	1.0
GO:0007605	0.06862783467410036	0.9694555205553956	9	67	sensory perception of sound	BP	1.0
GO:0005344	0.06868801828606558	1.0	1	1	oxygen carrier activity	MF	1.0
GO:0015671	0.06868801828606558	1.0	1	1	oxygen transport	BP	1.0
GO:0001530	0.06911352965401489	0.9925067964363502	2	7	lipopolysaccharide binding	MF	1.0
GO:0007548	0.06914771823108881	0.9864637124362401	3	15	sex differentiation	BP	1.0
GO:0005986	0.06961501197889068	1.0	1	1	sucrose biosynthetic process	BP	1.0
GO:0042132	0.06961501197889068	1.0	1	1	fructose 1,6-bisphosphate 1-phosphatase activity	MF	1.0
GO:0044720	0.06973397883086216	1.0	1	1	negative regulation of imaginal disc-derived wing size	BP	1.0
GO:0004419	0.06996869673071578	1.0	1	1	hydroxymethylglutaryl-CoA lyase activity	MF	1.0
GO:0016661	0.07053697178087319	1.0	1	1	oxidoreductase activity, acting on other nitrogenous compounds as donors	MF	1.0
GO:0070458	0.07053697178087319	1.0	1	1	cellular detoxification of nitrogen compound	BP	1.0
GO:0098809	0.07053697178087319	1.0	1	1	nitrite reductase activity	MF	1.0
GO:1903958	0.07053697178087319	1.0	1	1	nitric-oxide synthase complex	CC	1.0
GO:0032837	0.07062859443187008	0.9926268241379042	2	6	distributive segregation	BP	1.0
GO:0003923	0.07091928849690425	1.0	1	1	GPI-anchor transamidase activity	MF	1.0
GO:0009792	0.07103599031209148	0.9860846180993381	3	14	embryo development ending in birth or egg hatching	BP	1.0
GO:0015183	0.07104683316003439	0.9925579422565807	2	6	L-aspartate transmembrane transporter activity	MF	1.0
GO:0005313	0.07108155355352727	0.9925522129243817	2	6	L-glutamate transmembrane transporter activity	MF	1.0
GO:0015813	0.07108155355352727	0.9925522129243817	2	6	L-glutamate transmembrane transport	BP	1.0
GO:0004869	0.071293320262721	0.9918512326520192	2	8	cysteine-type endopeptidase inhibitor activity	MF	1.0
GO:0034038	0.07139250825066136	1.0	1	1	deoxyhypusine synthase activity	MF	1.0
GO:0098562	0.07172169236713104	1.0	1	1	cytoplasmic side of membrane	CC	1.0
GO:0004799	0.07189464306168847	1.0	1	1	thymidylate synthase activity	MF	1.0
GO:0034394	0.07192594738998193	0.9924123557833354	2	6	protein localization to cell surface	BP	1.0
GO:0007313	0.07204559025954536	0.992392458493439	2	6	maternal specification of dorsal/ventral axis, oocyte, soma encoded	BP	1.0
GO:0050840	0.07205424768007491	0.9923910179378718	2	6	extracellular matrix binding	MF	1.0
GO:0070831	0.0720542476801042	0.9923910179378718	2	6	basement membrane assembly	BP	1.0
GO:0004807	0.07213655808819412	1.0	1	1	triose-phosphate isomerase activity	MF	1.0
GO:0019563	0.07213655808819412	1.0	1	1	glycerol catabolic process	BP	1.0
GO:0019682	0.07213655808819412	1.0	1	1	glyceraldehyde-3-phosphate metabolic process	BP	1.0
GO:0046166	0.07213655808819412	1.0	1	1	glyceraldehyde-3-phosphate biosynthetic process	BP	1.0
GO:0004846	0.07239574115049602	1.0	1	1	urate oxidase activity	MF	1.0
GO:0019428	0.07239574115049602	1.0	1	1	allantoin biosynthetic process	BP	1.0
GO:0019628	0.07239574115049602	1.0	1	1	urate catabolic process	BP	1.0
GO:0006751	0.0723977989960106	0.9923337679321196	2	6	glutathione catabolic process	BP	1.0
GO:0008374	0.07245375025508091	0.992324428490076	2	6	O-acyltransferase activity	MF	1.0
GO:0008442	0.07255694539418181	1.0	1	1	3-hydroxyisobutyrate dehydrogenase activity	MF	1.0
GO:0019752	0.07268534853668729	0.9922857233534397	2	6	carboxylic acid metabolic process	BP	1.0
GO:0009056	0.07284873182889699	1.0	1	1	catabolic process	BP	1.0
GO:0004617	0.07289275451716812	1.0	1	1	phosphoglycerate dehydrogenase activity	MF	1.0
GO:1902889	0.07306655569717493	1.0	1	1	protein localization to spindle microtubule	BP	1.0
GO:0046592	0.07381725895583352	0.9920954803969695	2	6	polyamine oxidase activity	MF	1.0
GO:0008732	0.07384316785886003	1.0	1	1	L-allo-threonine aldolase activity	MF	1.0
GO:0071689	0.07390227510653602	0.9920811195287229	2	6	muscle thin filament assembly	BP	1.0
GO:0016615	0.0739394749615519	1.0	1	1	malate dehydrogenase activity	MF	1.0
GO:0050313	0.07432948399104135	1.0	1	1	sulfur dioxygenase activity	MF	1.0
GO:0070813	0.07432948399104135	1.0	1	1	hydrogen sulfide metabolic process	BP	1.0
GO:0016010	0.07442321284647539	0.9919929039012764	2	6	dystrophin-associated glycoprotein complex	CC	1.0
GO:0051287	0.07449119796547285	0.9762293163753835	5	30	NAD binding	MF	1.0
GO:0030728	0.0746417966931344	0.9919557767689666	2	6	ovulation	BP	1.0
GO:0008046	0.07471753340442794	0.9919428972106499	2	6	axon guidance receptor activity	MF	1.0
GO:0046475	0.07471923621989421	0.9919426075436059	2	6	glycerophospholipid catabolic process	BP	1.0
GO:0007620	0.07471923621989465	0.9919426075436054	2	6	copulation	BP	1.0
GO:0004334	0.07539488567565882	1.0	1	1	fumarylacetoacetase activity	MF	1.0
GO:1902000	0.07539488567565882	1.0	1	1	homogentisate catabolic process	BP	1.0
GO:0004361	0.07568187408666119	1.0	1	1	glutaryl-CoA dehydrogenase activity	MF	1.0
GO:0006843	0.07569574198171589	1.0	1	1	mitochondrial citrate transmembrane transport	BP	1.0
GO:0071913	0.07569574198171589	1.0	1	1	citrate secondary active transmembrane transporter activity	MF	1.0
GO:0045928	0.07576440338175264	1.0	1	1	negative regulation of juvenile hormone metabolic process	BP	1.0
GO:0032048	0.07611600458265434	1.0	1	1	cardiolipin metabolic process	BP	1.0
GO:0032577	0.07611600458265434	1.0	1	1	phosphatidylcholine:cardiolipin O-linoleoyltransferase activity	MF	1.0
GO:0035965	0.07611600458265434	1.0	1	1	cardiolipin acyl-chain remodeling	BP	1.0
GO:0015184	0.07612841718248431	1.0	1	1	L-cystine transmembrane transporter activity	MF	1.0
GO:0015811	0.07612841718248431	1.0	1	1	L-cystine transport	BP	1.0
GO:0004587	0.0764363343012408	1.0	1	1	ornithine-oxo-acid transaminase activity	MF	1.0
GO:0006591	0.0764363343012408	1.0	1	1	ornithine metabolic process	BP	1.0
GO:0010121	0.0764363343012408	1.0	1	1	arginine catabolic process to proline via ornithine	BP	1.0
GO:0019544	0.0764363343012408	1.0	1	1	arginine catabolic process to glutamate	BP	1.0
GO:0008470	0.0765798498369142	1.0	1	1	isovaleryl-CoA dehydrogenase activity	MF	1.0
GO:0005044	0.07667033573862475	0.9794402775871723	4	21	scavenger receptor activity	MF	1.0
GO:0019310	0.07668564955932546	1.0	1	1	inositol catabolic process	BP	1.0
GO:0050113	0.07668564955932546	1.0	1	1	inositol oxygenase activity	MF	1.0
GO:0006563	0.07673707661144638	1.0	1	1	L-serine metabolic process	BP	1.0
GO:0036424	0.07673707661144638	1.0	1	1	L-phosphoserine phosphatase activity	MF	1.0
GO:0070004	0.07676746692094298	1.0	1	1	cysteine-type exopeptidase activity	MF	1.0
GO:0010882	0.07682720861974733	1.0	1	1	regulation of cardiac muscle contraction by calcium ion signaling	BP	1.0
GO:0070901	0.07683703176508028	1.0	1	1	mitochondrial tRNA methylation	BP	1.0
GO:0006533	0.0770969115388133	1.0	1	1	aspartate catabolic process	BP	1.0
GO:0034481	0.07710566203147029	1.0	1	1	chondroitin sulfotransferase activity	MF	1.0
GO:0034483	0.07710566203147029	1.0	1	1	heparan sulfate sulfotransferase activity	MF	1.0
GO:1900005	0.07710566203147029	1.0	1	1	positive regulation of serine-type endopeptidase activity	BP	1.0
GO:0031528	0.07713169857688551	1.0	1	1	microvillus membrane	CC	1.0
GO:1904776	0.07718281116140673	1.0	1	1	regulation of protein localization to cell cortex	BP	1.0
GO:0047369	0.0772244362247565	1.0	1	1	succinate-hydroxymethylglutarate CoA-transferase activity	MF	1.0
GO:0010033	0.07729717319824007	1.0	1	1	response to organic substance	BP	1.0
GO:0051045	0.07729717319824007	1.0	1	1	negative regulation of membrane protein ectodomain proteolysis	BP	1.0
GO:1900004	0.07760089688932334	1.0	1	1	negative regulation of serine-type endopeptidase activity	BP	1.0
GO:0004655	0.07762043047414392	1.0	1	1	porphobilinogen synthase activity	MF	1.0
GO:0005160	0.0776773743818842	1.0	1	1	transforming growth factor beta receptor binding	MF	1.0
GO:0048557	0.0776773743818842	1.0	1	1	embryonic digestive tract morphogenesis	BP	1.0
GO:0003974	0.07768969487249912	1.0	1	1	UDP-N-acetylglucosamine 4-epimerase activity	MF	1.0
GO:0003978	0.07768969487249912	1.0	1	1	UDP-glucose 4-epimerase activity	MF	1.0
GO:0070262	0.07768969487249912	1.0	1	1	peptidyl-serine dephosphorylation	BP	1.0
GO:0035529	0.07781742574664777	1.0	1	1	NADH pyrophosphatase activity	MF	1.0
GO:0018009	0.0778391500918922	1.0	1	1	N-terminal peptidyl-L-cysteine N-palmitoylation	BP	1.0
GO:0036084	0.07796961118344976	1.0	1	1	GDP-fucose import into endoplasmic reticulum lumen	BP	1.0
GO:0052925	0.07799263085468924	1.0	1	1	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity	MF	1.0
GO:0044331	0.07804725925103712	0.9840955743453469	3	14	cell-cell adhesion mediated by cadherin	BP	1.0
GO:0034435	0.07810987634750384	1.0	1	1	cholesterol esterification	BP	1.0
GO:0034736	0.07810987634750384	1.0	1	1	cholesterol O-acyltransferase activity	MF	1.0
GO:0071692	0.07822116337931244	1.0	1	1	protein localization to extracellular region	BP	1.0
GO:0030546	0.07823348410950726	1.0	1	1	signaling receptor activator activity	MF	1.0
GO:0042768	0.07824841069568145	1.0	1	1	ecdysteroid 2-hydroxylase activity	MF	1.0
GO:0001875	0.07825711719890072	1.0	1	1	lipopolysaccharide immune receptor activity	MF	1.0
GO:0002920	0.07825711719890072	1.0	1	1	regulation of humoral immune response	BP	1.0
GO:0004616	0.07827121865509178	1.0	1	1	phosphogluconate dehydrogenase (decarboxylating) activity	MF	1.0
GO:0046177	0.07827121865509178	1.0	1	1	D-gluconate catabolic process	BP	1.0
GO:0106217	0.07828747622977619	1.0	1	1	tRNA C3-cytosine methylation	BP	1.0
GO:0019178	0.07839861662452029	1.0	1	1	NADP phosphatase activity	MF	1.0
GO:0102757	0.07839861662452029	1.0	1	1	NADPH phosphatase activity	MF	1.0
GO:0004614	0.07840711967942446	1.0	1	1	phosphoglucomutase activity	MF	1.0
GO:0003913	0.07847507437774949	1.0	1	1	DNA photolyase activity	MF	1.0
GO:0009637	0.07847507437774949	1.0	1	1	response to blue light	BP	1.0
GO:0009785	0.07847507437774949	1.0	1	1	blue light signaling pathway	BP	1.0
GO:0009882	0.07847507437774949	1.0	1	1	blue light photoreceptor activity	MF	1.0
GO:0050958	0.07847507437774949	1.0	1	1	magnetoreception	BP	1.0
GO:0050980	0.07847507437774949	1.0	1	1	detection of light stimulus involved in magnetoreception	BP	1.0
GO:0008260	0.07848937593188751	1.0	1	1	3-oxoacid CoA-transferase activity	MF	1.0
GO:0008410	0.07848937593188751	1.0	1	1	CoA-transferase activity	MF	1.0
GO:0046950	0.07848937593188751	1.0	1	1	cellular ketone body metabolic process	BP	1.0
GO:0046952	0.07848937593188751	1.0	1	1	ketone body catabolic process	BP	1.0
GO:0051990	0.07850501222286387	1.0	1	1	(R)-2-hydroxyglutarate dehydrogenase activity	MF	1.0
GO:1903006	0.07850882042371034	1.0	1	1	positive regulation of protein K63-linked deubiquitination	BP	1.0
GO:0004019	0.07851093637560957	1.0	1	1	adenylosuccinate synthase activity	MF	1.0
GO:0046040	0.07851093637560957	1.0	1	1	IMP metabolic process	BP	1.0
GO:0033829	0.0785139258793706	1.0	1	1	O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity	MF	1.0
GO:0042767	0.07851857858593494	1.0	1	1	ecdysteroid 22-hydroxylase activity	MF	1.0
GO:0009156	0.07852409413735018	1.0	1	1	ribonucleoside monophosphate biosynthetic process	BP	1.0
GO:0002953	0.07852496682931503	1.0	1	1	5'-deoxynucleotidase activity	MF	1.0
GO:0009609	0.07852499328819894	1.0	1	1	response to symbiotic bacterium	BP	1.0
GO:0031956	0.0785250643659269	1.0	1	1	medium-chain fatty acid-CoA ligase activity	MF	1.0
GO:0035302	0.07852506446356171	1.0	1	1	ecdysteroid 25-hydroxylase activity	MF	1.0
