category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	fdr
GO_RESPIRATORY_SYSTEM_PROCESS	0.06530917498123151	0.9979490129965572	1	31	1.0
GO_SMALL_MOLECULE_CATABOLIC_PROCESS	0.06546577503528275	0.9865173520843511	3	439	1.0
GO_REGULATORY_T_CELL_DIFFERENTIATION	0.06550915736520013	0.9979322044763023	1	33	1.0
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_SECRETION	0.06605934388228189	0.9978950078761863	1	34	1.0
GO_CEREBELLAR_CORTEX_MORPHOGENESIS	0.06608215104458298	0.9979018554283645	1	30	1.0
GO_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	0.06618946642787667	0.9978926627602931	1	31	1.0
GO_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	0.06652460164904514	0.9978668009454411	1	33	1.0
GO_CARBOHYDRATE_CATABOLIC_PROCESS	0.06761018150739939	0.9912581609784438	2	196	1.0
GO_PROXIMAL_DISTAL_PATTERN_FORMATION	0.06772733671950816	0.9977900937776587	1	32	1.0
GO_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	0.06843126007772209	0.9977354300604085	1	36	1.0
GO_MAMMARY_GLAND_DUCT_MORPHOGENESIS	0.0686950407743115	0.9977256746725777	1	32	1.0
GO_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	0.06870510776612757	0.9977207843531738	1	34	1.0
GO_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS	0.06920595460014818	0.9976850488063945	1	35	1.0
GO_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT	0.06969960940965164	0.9976534588851123	1	34	1.0
GO_INTERLEUKIN_17_PRODUCTION	0.06970369316651413	0.9976458740623757	1	38	1.0
GO_NEURON_FATE_SPECIFICATION	0.07001462870819533	0.9976319231040193	1	34	1.0
GO_POSITIVE_T_CELL_SELECTION	0.07031304233892338	0.9976114294311992	1	34	1.0
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	0.07056575286323492	0.9906449475066339	2	231	1.0
GO_SPINAL_CORD_MOTOR_NEURON_DIFFERENTIATION	0.07103638591785394	0.9975613774056877	1	34	1.0
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_SECRETION	0.07139339869091701	0.9975288124808852	1	38	1.0
GO_REGULATION_OF_RENAL_SYSTEM_PROCESS	0.07139366850727746	0.9975343779094897	1	35	1.0
GO_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	0.07141902222090606	0.997532603179586	1	35	1.0
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	0.07147814071764534	0.9847375346399437	3	465	1.0
GO_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS	0.07151167579317341	0.9975205091294868	1	38	1.0
GO_POSITIVE_REGULATION_OF_BLOOD_PRESSURE	0.07173980778450734	0.9975062311826309	1	37	1.0
GO_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	0.07179796535960327	0.9975021324525027	1	37	1.0
GO_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	0.07196052310879596	0.9974925459480185	1	36	1.0
GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	0.07209912276908403	0.9974847522595015	1	35	1.0
GO_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	0.07275128676801586	0.9974384235706086	1	35	1.0
GO_PATTERN_SPECIFICATION_PROCESS	0.0728746991091342	0.984317483592795	3	446	1.0
GO_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	0.07300768172211508	0.9901438012766602	2	199	1.0
GO_PROTEIN_PROCESSING	0.07333797272342929	0.9900696315011305	2	213	1.0
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	0.07401911095312089	0.9973450038942868	1	36	1.0
GO_DEFENSE_RESPONSE_TO_BACTERIUM	0.07404731378402342	0.9899088665293909	2	254	1.0
GO_CELLULAR_RESPONSE_TO_ACID_CHEMICAL	0.07527794170295202	0.9896576171452872	2	208	1.0
GO_RECEPTOR_RECYCLING	0.0760553154631107	0.9971947990255038	1	36	1.0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	0.07619809526433831	0.9971887156219555	1	34	1.0
GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	0.07637677705516024	0.9971610994112187	1	41	1.0
GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION	0.07642123054650132	0.9894060665718312	2	224	1.0
GO_POSITIVE_REGULATION_OF_DNA_REPLICATION	0.07673635583343548	0.9971414645616786	1	37	1.0
GO_PIGMENT_CELL_DIFFERENTIATION	0.07675781373952988	0.9971419913609126	1	36	1.0
GO_DOPAMINERGIC_NEURON_DIFFERENTIATION	0.07707477303447455	0.9971158329730828	1	37	1.0
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	0.07767664939318016	0.9891340541350467	2	219	1.0
GO_NEUTRAL_LIPID_CATABOLIC_PROCESS	0.07847622901337598	0.9970005465825027	1	41	1.0
GO_ANTIGEN_PROCESSING_AND_PRESENTATION	0.07863512657403214	0.9889219956344142	2	224	1.0
GO_DNA_CATABOLIC_PROCESS	0.08019615985476472	0.9968656277182186	1	41	1.0
GO_POSITIVE_REGULATION_OF_DNA_RECOMBINATION	0.0808251529298102	0.9968194916128634	1	39	1.0
GO_ACTIVATED_T_CELL_PROLIFERATION	0.08120973390554975	0.9967828264007552	1	42	1.0
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.08131383996125224	0.9967803291345172	1	39	1.0
GO_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	0.08248959986068699	0.996679040964092	1	42	1.0
GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	0.08351207139631858	0.9965912414307954	1	44	1.0
GO_T_CELL_MEDIATED_CYTOTOXICITY	0.08362045731185544	0.9965859247591139	1	42	1.0
GO_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	0.08393371795590361	0.9965580012209412	1	43	1.0
GO_NEURAL_TUBE_PATTERNING	0.08397946745162178	0.9965601632800667	1	40	1.0
GO_SODIUM_ION_TRANSPORT	0.08406189835899658	0.9877032050559491	2	218	1.0
GO_SKELETAL_MUSCLE_CONTRACTION	0.08449616995829835	0.9965109850859568	1	43	1.0
GO_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE	0.0845190755399514	0.9875906630711425	2	242	1.0
GO_PITUITARY_GLAND_DEVELOPMENT	0.08507720494858632	0.9964640163232703	1	42	1.0
GO_REGULATION_OF_PEPTIDE_SECRETION	0.08509465388454782	0.9804648173874778	3	507	1.0
GO_CYTOKINE_SECRETION	0.08597638467421813	0.98725145018681	2	249	1.0
GO_HORMONE_METABOLIC_PROCESS	0.08682170516604824	0.9870583392590262	2	235	1.0
GO_RESPONSE_TO_FUNGUS	0.08747761574619452	0.9962413047311057	1	52	1.0
GO_HINDBRAIN_MORPHOGENESIS	0.08764860017862419	0.9962456038415612	1	41	1.0
GO_REGULATION_OF_ENDOCRINE_PROCESS	0.08785119977385077	0.9962217085287132	1	44	1.0
GO_ENDOSOMAL_TRANSPORT	0.08852490289203059	0.9866609404391249	2	225	1.0
GO_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	0.08954875431443783	0.996073849714425	1	43	1.0
GO_RESPONSE_TO_ZINC_ION	0.09152203279039116	0.9958780355938862	1	53	1.0
GO_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	0.09183570784794383	0.995862982926915	1	45	1.0
GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	0.09253938973023355	0.9958003348230801	1	44	1.0
GO_SULFUR_COMPOUND_TRANSPORT	0.09255491344449883	0.99580110002799	1	43	1.0
GO_MITOCHONDRION_LOCALIZATION	0.09309442688148008	0.9957489219461678	1	44	1.0
GO_MAMMARY_GLAND_MORPHOGENESIS	0.09400501462004024	0.9956617056648912	1	45	1.0
GO_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	0.09496827969666635	0.9955686264982577	1	46	1.0
GO_REGULATION_OF_CAMP_MEDIATED_SIGNALING	0.09497217246606607	0.9955662309597141	1	47	1.0
GO_PROTEIN_LOCALIZATION_TO_POSTSYNAPTIC_MEMBRANE	0.09513499199232038	0.9955571196362697	1	44	1.0
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	0.09514449811091912	0.9955498389815028	1	47	1.0
GO_FATTY_ACID_DERIVATIVE_TRANSPORT	0.09514812620774178	0.9955456761017879	1	49	1.0
GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	0.09531230058748404	0.9955338471452182	1	47	1.0
GO_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	0.09579948605560698	0.9954872492108774	1	47	1.0
GO_ION_TRANSMEMBRANE_TRANSPORT	0.09621131957821152	0.9665282171394418	5	1140	1.0
GO_LEUKOCYTE_DIFFERENTIATION	0.09671166235350658	0.9765699352534651	3	518	1.0
GO_LYMPHOCYTE_MEDIATED_IMMUNITY	0.09692296996518136	0.9846087054314965	2	251	1.0
GO_T_CELL_SELECTION	0.09725899442709268	0.9953461506250938	1	47	1.0
GO_ICOSANOID_BIOSYNTHETIC_PROCESS	0.09741211185715964	0.9953185106448641	1	54	1.0
GO_ACTIN_NUCLEATION	0.0975998741934064	0.995312871490555	1	47	1.0
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	0.09777352150410185	0.9952918405491036	1	49	1.0
GO_REGULATION_OF_INTERLEUKIN_1_SECRETION	0.0979933382999392	0.9952614469966088	1	54	1.0
GO_RESPONSE_TO_INTERLEUKIN_12	0.09801644823493857	0.9952660806651067	1	50	1.0
GO_DEVELOPMENTAL_PIGMENTATION	0.0981655931990802	0.9952573705501156	1	47	1.0
GO_CEREBELLAR_CORTEX_DEVELOPMENT	0.09849582071192263	0.9952269951914898	1	46	1.0
GO_VENTRAL_SPINAL_CORD_DEVELOPMENT	0.09899676856026153	0.9951731024310178	1	48	1.0
GO_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	0.09980156013996824	0.9950949631338758	1	47	1.0
GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	0.10043264644507166	0.9950253025839454	1	50	1.0
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	0.1004708526263752	0.9950195235702752	1	51	1.0
GO_PROSTATE_GLAND_DEVELOPMENT	0.10103967997135126	0.9949679666798398	1	48	1.0
GO_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	0.10183624405549978	0.983361601750448	2	251	1.0
GO_INTERLEUKIN_6_SECRETION	0.10213722583809412	0.9948377359288835	1	58	1.0
GO_CORTICAL_CYTOSKELETON_ORGANIZATION	0.1023313013559966	0.9948359823610027	1	48	1.0
GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT	0.10281147323473804	0.994786463338863	1	48	1.0
GO_DIGESTIVE_TRACT_MORPHOGENESIS	0.10286719843817882	0.9947785162248391	1	49	1.0
GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	0.10491073702712526	0.9825594844691973	2	259	1.0
GO_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	0.10550164414593347	0.9944999830119964	1	50	1.0
GO_COCHLEA_DEVELOPMENT	0.1059849016386705	0.9944463306822522	1	51	1.0
GO_ARACHIDONIC_ACID_METABOLIC_PROCESS	0.10690236431270173	0.9943437022658778	1	53	1.0
GO_REGULATION_OF_CELL_ACTIVATION	0.10718030520093014	0.9728683278859548	3	550	1.0
GO_LUNG_MORPHOGENESIS	0.10777042155588346	0.9942516330501515	1	52	1.0
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	0.11010700478394074	0.9939809421292082	1	59	1.0
GO_CELL_DIFFERENTIATION_IN_SPINAL_CORD	0.11080716214913462	0.9939118919390895	1	54	1.0
GO_MULTICELLULAR_ORGANISMAL_MOVEMENT	0.11206708036534062	0.9937656563068018	1	56	1.0
GO_INNATE_IMMUNE_RESPONSE	0.11244292738249424	0.9640845879017131	4	915	1.0
GO_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	0.11310722437085477	0.9936531691644563	1	53	1.0
GO_DEFENSE_RESPONSE	0.11314101358394892	0.9546924981623144	6	1667	1.0
GO_GLYCOSYLATION	0.11352189213249494	0.9802419926792343	2	264	1.0
GO_INTERLEUKIN_1_SECRETION	0.11357666630509282	0.9935820887006939	1	62	1.0
GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	0.11524184606507756	0.9797621027006683	2	275	1.0
GO_CELL_FATE_COMMITMENT	0.11530271483536947	0.9797465809447158	2	271	1.0
GO_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	0.1153248698820726	0.9797418667240956	2	267	1.0
GO_PROTEIN_MATURATION	0.11573735863240502	0.9796217690688762	2	282	1.0
GO_CELLULAR_RESPONSE_TO_FATTY_ACID	0.1162666128673752	0.9932769194457116	1	57	1.0
GO_TUBE_MORPHOGENESIS	0.11712429911755286	0.9620441420709807	4	919	1.0
GO_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	0.1179134638366992	0.9930662206713069	1	65	1.0
GO_RECEPTOR_LOCALIZATION_TO_SYNAPSE	0.11865999135139811	0.9929930535895427	1	56	1.0
GO_TRANSMEMBRANE_TRANSPORT	0.1191251938823589	0.9516160202271653	6	1584	1.0
GO_GLYCEROLIPID_CATABOLIC_PROCESS	0.119924773917064	0.9928273802054591	1	62	1.0
GO_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION	0.12005005503872282	0.99281580468372	1	60	1.0
GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	0.12083124465972915	0.9927179050736029	1	61	1.0
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	0.12126191693581735	0.992664701232771	1	61	1.0
GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	0.12143193328507622	0.9780072064010262	2	290	1.0
GO_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	0.12243762554780882	0.9925061499261061	1	68	1.0
GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	0.12267800606589782	0.9924845318350092	1	63	1.0
GO_POSITIVE_REGULATION_OF_CELL_KILLING	0.12337830731045302	0.9923946254620966	1	64	1.0
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	0.12346858066504583	0.9923930260169076	1	59	1.0
GO_LEUKOCYTE_PROLIFERATION	0.12447955602576641	0.977121467289207	2	300	1.0
GO_NEUROBLAST_PROLIFERATION	0.1252308952972992	0.9921690605455267	1	59	1.0
GO_EMBRYONIC_DIGIT_MORPHOGENESIS	0.12594254648711967	0.9920754795440111	1	60	1.0
GO_METAL_ION_TRANSPORT	0.12604367014532647	0.9580699769854913	4	899	1.0
GO_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	0.12647390703105862	0.9920006886324209	1	63	1.0
GO_EXCRETION	0.12831306360621694	0.9917585832064013	1	64	1.0
GO_LONG_CHAIN_FATTY_ACID_TRANSPORT	0.12866483588362534	0.9917066000506828	1	67	1.0
GO_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	0.12893240488954127	0.9916749236379285	1	65	1.0
GO_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	0.12899368772445632	0.9916474582782394	1	77	1.0
GO_MONOSACCHARIDE_METABOLIC_PROCESS	0.12943239229112158	0.9756611273925836	2	292	1.0
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	0.12989631951269925	0.9915488338690696	1	64	1.0
GO_LAMELLIPODIUM_ASSEMBLY	0.1299598089586656	0.991540365076288	1	64	1.0
GO_POSITIVE_REGULATION_OF_DNA_REPAIR	0.13081682752883345	0.9914256122192437	1	64	1.0
GO_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM	0.13157054052342587	0.9913220013403266	1	65	1.0
GO_ANIMAL_ORGAN_FORMATION	0.13176522742879251	0.9912956515991268	1	65	1.0
GO_REGULATION_OF_PROTEIN_MATURATION	0.13293721608970202	0.9911284958141131	1	69	1.0
GO_NEURON_FATE_COMMITMENT	0.13500618122225183	0.9908467720819067	1	67	1.0
GO_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	0.13512673283901125	0.990828049938758	1	68	1.0
GO_NEGATIVE_REGULATION_OF_CYTOKINE_SECRETION	0.13707422645741432	0.9905304860186459	1	83	1.0
GO_CELLULAR_RESPONSE_TO_AMINO_ACID_STIMULUS	0.13723211749520522	0.9905343657086506	1	67	1.0
GO_REGULATION_OF_CARTILAGE_DEVELOPMENT	0.1376060751772425	0.9904813395356677	1	67	1.0
GO_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0.13913745073783035	0.9902605046259128	1	68	1.0
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	0.14020268292544172	0.9900989573074961	1	72	1.0
GO_ION_TRANSPORT	0.14028008224705316	0.9403427822023395	6	1664	1.0
GO_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	0.1410068146158964	0.9899819564454363	1	72	1.0
GO_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	0.1413941752181833	0.9899234919755056	1	73	1.0
GO_POSITIVE_REGULATION_OF_LIPASE_ACTIVITY	0.14148105792275395	0.9899126142812038	1	72	1.0
GO_FATTY_ACID_BETA_OXIDATION	0.141669329094096	0.9898869202137135	1	71	1.0
GO_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS	0.14207647319611988	0.9717582030730958	2	310	1.0
GO_CELLULAR_HOMEOSTASIS	0.1425626271675631	0.9504028888818129	4	961	1.0
GO_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	0.1425635976581954	0.9897515078536545	1	73	1.0
GO_T_CELL_DIFFERENTIATION_IN_THYMUS	0.14349936026658378	0.9896186440160748	1	70	1.0
GO_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT	0.14396913431790379	0.9895486668031896	1	70	1.0
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	0.14401775863544306	0.9895434923841496	1	69	1.0
GO_PEPTIDE_SECRETION	0.14486260157738956	0.9581654877909832	3	636	1.0
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	0.14493603396106744	0.9893998134937741	1	72	1.0
GO_DEMETHYLATION	0.14507344901050398	0.9893811367759321	1	71	1.0
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	0.14555930389335714	0.9578788094899338	3	609	1.0
GO_CELL_REDOX_HOMEOSTASIS	0.14595547945146478	0.9892366184733955	1	77	1.0
GO_DIENCEPHALON_DEVELOPMENT	0.1462580472393819	0.9891961455988137	1	74	1.0
GO_DRUG_TRANSMEMBRANE_TRANSPORT	0.1469626632907445	0.9890948062396747	1	71	1.0
GO_CARBOHYDRATE_METABOLIC_PROCESS	0.14747331079873496	0.9570747959679237	3	615	1.0
GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION	0.14768333567798564	0.9699511335172519	2	326	1.0
GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	0.14875131992773347	0.9474357855551802	4	961	1.0
GO_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	0.15175558932940755	0.988334350273856	1	79	1.0
GO_SENSORY_PERCEPTION_OF_SMELL	0.15267104378236673	0.9682825408036749	2	427	1.0
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	0.15267290698232483	0.9881886910551525	1	79	1.0
GO_INTERLEUKIN_8_PRODUCTION	0.15309651477785494	0.9881141716062722	1	83	1.0
GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	0.15404009736938984	0.987975566888542	1	76	1.0
GO_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS	0.15466046387338825	0.9878755960482276	1	76	1.0
GO_ORGANIC_ACID_TRANSPORT	0.1557612212207455	0.9672785048336949	2	324	1.0
GO_EXECUTION_PHASE_OF_APOPTOSIS	0.15632995771706434	0.9875929710441855	1	82	1.0
GO_EXTRACELLULAR_MATRIX_DISASSEMBLY	0.1572463758343846	0.9874444104043475	1	81	1.0
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	0.1590665184797475	0.9871411033083746	1	82	1.0
GO_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	0.15939631572751353	0.9870824903129293	1	84	1.0
GO_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	0.15979570541929178	0.9659082483601317	2	326	1.0
GO_LAMELLIPODIUM_ORGANIZATION	0.16124218865001733	0.9867795584017421	1	80	1.0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	0.16152319619052122	0.9867360350453588	1	78	1.0
GO_MAINTENANCE_OF_LOCATION	0.16158880056405373	0.9652883721689799	2	336	1.0
GO_EPITHELIAL_TUBE_MORPHOGENESIS	0.1641086279210051	0.9644187519836632	2	327	1.0
GO_REGULATION_OF_INFLAMMATORY_RESPONSE	0.16509512764174925	0.9640549489802974	2	382	1.0
GO_REGULATION_OF_DNA_METABOLIC_PROCESS	0.16554580346373132	0.9639123654905726	2	338	1.0
GO_RESPONSE_TO_ACID_CHEMICAL	0.16613417768264513	0.963704854595642	2	341	1.0
GO_RESPONSE_TO_FATTY_ACID	0.16792836715157386	0.9856108951676217	1	86	1.0
GO_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	0.16925582567673433	0.9853787319113244	1	84	1.0
GO_LIPID_METABOLIC_PROCESS	0.16949305088272723	0.9295770323106184	5	1390	1.0
GO_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	0.16982549858394794	0.9624005462801802	2	338	1.0
GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	0.17072843992392595	0.9851166121098498	1	83	1.0
GO_PROTEIN_LOCALIZATION_TO_SYNAPSE	0.17161855320036332	0.9849557466244163	1	83	1.0
GO_REGULATION_OF_PROTEIN_LOCALIZATION	0.17286316446762723	0.9353850751549212	4	1029	1.0
GO_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	0.17356245878247184	0.9845970820184671	1	85	1.0
GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	0.17388605652424718	0.9212797561562966	6	1811	1.0
GO_LONG_TERM_SYNAPTIC_POTENTIATION	0.1739926924575449	0.9845159926394994	1	86	1.0
GO_MIDBRAIN_DEVELOPMENT	0.17455208464860214	0.984407045963828	1	89	1.0
GO_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	0.17460994312819467	0.9843842500280084	1	96	1.0
GO_CELLULAR_RESPONSE_TO_ALCOHOL	0.17522718112793792	0.9842858570476513	1	87	1.0
GO_REGULATION_OF_CELL_KILLING	0.17704926360604328	0.9839328110009293	1	94	1.0
GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	0.17818318039030887	0.9837156486370673	1	96	1.0
GO_REGULATION_OF_VASCULATURE_DEVELOPMENT	0.1782194144528127	0.95933332258711	2	420	1.0
GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	0.17825272939056275	0.983709456634738	1	92	1.0
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	0.17830800795566196	0.9836903664540941	1	97	1.0
GO_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	0.17876324663124216	0.9836203519177372	1	88	1.0
GO_RESPONSE_TO_DRUG	0.17997740571498985	0.9316862851440229	4	1047	1.0
GO_REGULATION_OF_DNA_RECOMBINATION	0.18011081029098502	0.9833596338773383	1	90	1.0
GO_RESPONSE_TO_DOPAMINE	0.18018126454517905	0.9833387131272266	1	94	1.0
GO_NEUROPEPTIDE_SIGNALING_PATHWAY	0.18055667070667517	0.9832535530670401	1	102	1.0
GO_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	0.18061075694069634	0.9832494820352033	1	98	1.0
GO_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.1809711564821234	0.9831852781078733	1	95	1.0
GO_FATTY_ACID_TRANSPORT	0.18105366223350405	0.9831693929248051	1	95	1.0
GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	0.18207027910182436	0.9305806106613408	4	1109	1.0
GO_CERAMIDE_METABOLIC_PROCESS	0.1823180231042375	0.9829324021785761	1	91	1.0
GO_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	0.18234713739324535	0.9829211055315396	1	94	1.0
GO_CELLULAR_LIPID_METABOLIC_PROCESS	0.1825208561224505	0.930348634499684	4	1051	1.0
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	0.18290000824771882	0.9828065811123365	1	98	1.0
GO_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	0.18367762964105344	0.982665595881445	1	92	1.0
GO_REGULATION_OF_LIPASE_ACTIVITY	0.1837465382351811	0.9826429511009849	1	97	1.0
GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	0.18439916964555902	0.9825203244930781	1	94	1.0
GO_REGULATION_OF_CELL_ADHESION	0.1844974651150304	0.9405386497052903	3	693	1.0
GO_FATTY_ACID_METABOLIC_PROCESS	0.18528399051408448	0.9567137668997031	2	377	1.0
GO_SIGNAL_TRANSDUCTION_INVOLVED_IN_CELLULAR_RESPONSE_TO_AMMONIUM_ION	0.18582281753367624	0.9822320760819813	1	98	1.0
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	0.18621182252004453	0.9821584176317066	1	96	1.0
GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	0.18622784085642027	0.9283828128468912	4	1074	1.0
GO_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	0.18633208957047367	0.9821258398551809	1	101	1.0
GO_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE	0.18710326329388188	0.9819864937232512	1	93	1.0
GO_LIPID_BIOSYNTHETIC_PROCESS	0.18717846006599026	0.9392692257422645	3	702	1.0
GO_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	0.18731986615264815	0.981937496167624	1	96	1.0
GO_CELLULAR_DETOXIFICATION	0.18777579990547766	0.9818264080533177	1	108	1.0
GO_TRIGLYCERIDE_METABOLIC_PROCESS	0.18798134125920485	0.9817928014917298	1	103	1.0
GO_INFLAMMATORY_RESPONSE	0.18930705326056185	0.9382466774889231	3	758	1.0
